N,P,K,temperature,humidity,ph,rainfall,label
21.1,122.64,205.0,15.9095,91.452,5.7952,106.8833,apple
20.4,145.0,205.0,14.852,93.5895,5.517,122.4769,apple
24.84,142.16,198.52,12.687,86.8239,5.6645,131.6646,apple
16.94,140.45,186.8,16.0812,97.3258,5.4682,123.8218,apple
10.0,143.09,205.0,15.0147,94.249,5.5455,130.3646,apple
18.45,139.03,182.78,11.226,94.8112,5.1895,89.1648,apple
21.99,143.44,184.93,10.657,91.6049,5.4465,120.9571,apple
24.82,127.36,199.2,11.3046,91.3601,5.353,117.6425,apple
16.54,145.0,205.0,17.2984,95.6237,5.2531,125.2708,apple
22.71,145.0,205.0,11.9691,99.0,5.5471,103.7437,apple
25.68,137.8,190.3,17.7523,86.0318,5.6272,109.9386,apple
23.76,131.12,174.77,11.8654,85.7796,5.5878,124.0054,apple
16.05,121.76,200.62,11.6523,94.331,5.4642,104.4033,apple
16.58,136.29,203.77,15.7599,91.339,5.6439,117.4231,apple
22.18,145.0,198.91,15.851,93.6205,5.5848,114.8306,apple
28.13,122.39,205.0,15.1117,92.8811,5.5341,113.0407,apple
20.07,144.18,198.02,15.3522,96.11,5.5582,120.727,apple
19.17,129.29,165.77,12.3968,91.5692,5.9141,103.845,apple
13.15,130.14,193.89,15.666,86.9589,5.0782,107.1988,apple
18.18,122.25,205.0,14.48,89.0507,5.3885,113.6075,apple
16.42,126.48,205.0,13.2694,92.1977,5.6184,102.9882,apple
20.14,140.47,197.35,14.1892,86.7251,4.946,127.3092,apple
12.44,141.71,194.87,16.1213,92.8157,5.9839,107.0123,apple
18.36,136.36,170.01,14.7837,93.3038,5.5892,122.8633,apple
14.96,128.99,201.29,10.0,91.211,5.8349,106.245,apple
24.7,122.96,194.92,15.7825,94.0461,5.8919,122.042,apple
15.7,134.62,203.74,15.6293,84.9286,5.6444,98.9115,apple
17.14,130.35,205.0,13.2419,88.2341,4.7186,129.0862,apple
21.41,136.11,205.0,14.2335,87.2865,5.5517,126.3513,apple
17.73,130.79,185.67,14.2255,97.3993,5.5742,109.4742,apple
31.8,131.04,180.59,10.0411,99.0,5.1196,106.7436,apple
24.65,135.59,191.39,13.1967,88.5959,4.8736,119.578,apple
20.09,137.52,188.97,13.274,91.8238,5.6616,99.7389,apple
21.84,145.0,187.62,13.6825,89.5329,5.0628,115.3475,apple
8.22,130.63,205.0,12.9483,94.1061,6.2215,106.9241,apple
26.16,139.45,202.23,15.3257,89.958,5.5921,112.4569,apple
22.56,145.0,205.0,12.3817,94.4139,5.973,108.5615,apple
19.63,139.72,199.95,15.8202,96.3251,5.5109,107.0163,apple
22.83,145.0,182.42,15.2315,86.8809,5.763,132.0479,apple
23.44,127.79,187.88,16.7208,94.3576,5.5186,122.8054,apple
17.92,126.8,205.0,17.4676,84.0297,5.852,100.2014,apple
21.9,132.41,182.99,17.4809,91.7173,4.7866,106.2419,apple
25.24,133.47,205.0,11.6288,91.3816,5.8109,123.5745,apple
22.27,144.71,194.65,14.6884,91.8543,5.7341,124.6869,apple
18.74,126.7,186.05,12.5644,91.4397,5.446,101.1492,apple
21.48,133.11,205.0,20.5606,90.5254,5.3568,121.986,apple
26.91,144.75,191.17,15.2281,91.6711,5.3953,117.6503,apple
23.92,136.16,187.59,16.8326,94.1907,5.599,95.5833,apple
14.18,133.89,198.82,14.8707,94.3313,5.9249,110.968,apple
22.93,136.38,192.38,10.0,93.576,5.313,113.6384,apple
22.27,122.72,205.0,12.4329,90.132,4.9044,115.4849,apple
25.82,122.56,205.0,12.6288,98.4017,6.3696,101.7942,apple
20.16,118.12,191.14,13.2197,99.0,5.7351,107.3698,apple
18.15,136.07,192.87,14.7191,86.5579,5.3631,108.7706,apple
13.16,143.19,169.71,15.0027,93.8213,5.9161,109.6432,apple
16.53,141.66,202.06,10.0,90.6593,5.8268,109.81,apple
26.04,145.0,188.79,13.5262,97.628,5.6723,113.6737,apple
20.99,145.0,201.32,13.0282,92.937,5.333,118.0964,apple
19.5,135.45,170.51,16.7621,93.2659,5.7336,132.7423,apple
26.48,133.35,199.6,15.1845,95.4748,5.8813,123.7089,apple
25.45,145.0,205.0,13.6338,91.5123,4.898,128.1686,apple
16.32,126.99,200.81,14.4474,99.0,5.5786,110.1924,apple
26.0,122.21,188.38,10.626,95.5487,5.6044,104.9608,apple
11.71,130.61,199.69,15.3227,97.658,5.5931,123.0143,apple
22.3,129.44,199.04,13.2089,91.8972,5.5162,114.8379,apple
21.71,134.48,205.0,12.3852,92.3857,5.9151,122.3032,apple
25.75,125.5,195.01,16.6285,97.0581,5.426,106.177,apple
21.91,137.7,181.95,14.5472,96.5559,5.499,121.4858,apple
18.78,128.31,200.32,12.6691,86.7567,5.6105,113.2475,apple
19.17,145.0,202.93,12.7912,93.6382,5.4377,110.391,apple
33.47,122.05,205.0,14.7318,95.3692,5.0149,111.3324,apple
20.41,132.61,205.0,14.5763,92.3485,5.5749,119.9043,apple
22.99,130.65,205.0,14.0589,94.8946,5.5789,122.7414,apple
9.89,136.31,191.07,11.5933,92.56,5.3722,111.3359,apple
15.86,143.27,189.7,11.8891,81.7662,5.4537,118.4431,apple
22.59,136.66,172.19,12.5034,86.4455,4.387,118.4082,apple
11.93,132.71,205.0,13.6077,97.8749,5.9229,122.3834,apple
22.75,140.91,186.69,13.9174,91.7781,5.8154,124.8692,apple
16.37,142.43,205.0,13.6801,93.9485,5.0318,133.1122,apple
14.83,136.69,192.63,13.7715,92.9817,5.2636,110.3483,apple
16.36,137.88,205.0,17.7625,88.8735,6.007,129.6001,apple
27.64,140.47,178.5,15.6985,90.6646,5.0958,116.1707,apple
21.67,117.56,205.0,16.3764,94.6447,5.6675,104.052,apple
15.45,130.49,205.0,14.9285,95.155,5.3278,108.4952,apple
23.88,137.76,205.0,14.1448,99.0,5.6435,119.6596,apple
24.15,131.08,183.24,14.8199,90.6113,5.5175,122.2376,apple
18.09,131.12,205.0,14.4516,99.0,5.4009,104.8373,apple
24.8,137.75,201.9,15.616,88.6979,5.636,107.3612,apple
25.03,137.98,172.55,12.0497,95.443,5.3274,109.6688,apple
24.26,138.67,205.0,15.4495,93.8894,4.8755,106.3663,apple
16.63,126.08,194.82,14.3341,92.3707,5.1753,96.1992,apple
14.1,119.82,205.0,10.3858,92.9717,5.1332,92.8069,apple
11.54,142.04,198.99,14.1714,89.8869,4.9386,111.1819,apple
16.72,126.58,205.0,11.3876,97.5195,5.6293,117.5208,apple
18.16,125.88,187.11,12.93,88.7869,5.4395,121.5559,apple
18.57,124.98,203.22,13.6816,94.5876,5.6239,101.3767,apple
19.76,145.0,202.16,10.9858,96.7793,5.6823,101.5466,apple
28.66,136.12,195.15,13.8925,99.0,5.7648,109.7207,apple
18.3,137.43,186.96,14.1369,97.8588,5.6424,115.0334,apple
19.76,140.9,154.0,15.5101,95.8621,5.1571,125.0878,apple
10.91,133.58,187.31,13.0925,89.8113,5.7028,122.1772,apple
31.14,144.13,205.0,14.549,89.0711,5.5776,111.3217,apple
13.42,122.03,179.07,13.8092,87.3071,6.2665,118.6016,apple
16.47,123.14,182.18,13.1635,86.8287,5.5028,106.5646,apple
23.48,122.59,178.48,10.6588,92.993,5.634,115.7435,apple
21.23,138.22,203.13,13.7768,89.3629,5.4668,114.3758,apple
28.22,139.06,186.6,15.489,98.9961,5.5171,129.043,apple
23.6,129.27,205.0,12.1326,90.1052,5.4935,119.9356,apple
19.59,131.68,205.0,13.5644,93.4713,5.3479,107.2921,apple
25.22,145.0,203.0,13.859,91.6768,5.5621,107.3945,apple
25.81,127.06,204.56,16.2049,85.9807,5.7176,111.6691,apple
16.7,136.95,188.56,14.0602,98.4472,5.3532,99.3553,apple
24.82,127.14,188.56,14.5762,96.4774,5.7925,112.6998,apple
18.89,144.96,205.0,13.9827,97.0526,5.75,113.5634,apple
19.48,140.28,205.0,13.0154,95.9747,5.1919,119.6653,apple
20.71,120.01,205.0,11.7311,89.2026,5.1627,121.1213,apple
18.1,131.39,192.94,13.4299,89.2998,5.6569,115.9892,apple
17.83,113.21,194.13,14.7867,95.2599,5.2944,98.7001,apple
24.92,143.0,186.02,14.2462,99.0,5.134,102.7895,apple
12.36,145.0,205.0,16.959,94.9299,6.1009,108.949,apple
14.69,112.2,170.58,15.8917,97.8923,5.1618,121.5229,apple
23.37,119.73,166.94,16.4811,90.3706,4.9667,121.1852,apple
19.64,135.67,169.93,10.0,98.4893,5.2257,112.5056,apple
24.96,133.82,167.86,17.1587,90.9027,5.5811,138.5973,apple
21.79,129.89,205.0,14.5336,94.2008,5.5257,130.6157,apple
13.33,116.62,205.0,14.8179,91.1692,6.1605,127.3992,apple
20.31,137.23,182.02,15.7921,97.4458,5.2311,122.0066,apple
22.67,142.88,198.41,14.0426,97.5138,5.5827,119.5854,apple
21.17,145.0,205.0,11.8592,85.6161,5.895,118.8558,apple
17.66,145.0,205.0,16.8948,99.0,5.2693,96.9497,apple
18.63,121.01,205.0,12.4636,99.0,5.7463,104.4872,apple
17.2,133.88,198.29,12.0286,91.2233,4.8587,112.7786,apple
13.37,139.92,190.17,13.5314,92.366,6.1156,116.2787,apple
12.69,127.12,183.78,13.228,99.0,5.8482,113.7554,apple
21.95,141.8,200.35,14.0076,93.3338,5.2618,117.7228,apple
15.64,141.03,205.0,13.8036,92.9801,5.7904,93.967,apple
22.88,145.0,201.49,16.6943,99.0,5.9596,120.0566,apple
17.02,142.02,194.63,14.9186,86.2285,5.049,115.6214,apple
13.43,136.85,205.0,12.2844,89.0552,5.29,113.1255,apple
17.96,127.62,205.0,12.559,95.0891,5.9711,124.2731,apple
30.47,121.07,198.3,13.2236,84.9023,5.5236,104.5447,apple
19.52,136.19,188.5,13.2316,91.135,5.6527,112.6311,apple
23.23,129.96,196.18,12.9705,91.0892,5.5246,117.8442,apple
20.84,130.93,205.0,11.7965,97.8089,5.812,106.4699,apple
12.97,145.0,188.29,14.5808,96.4643,5.6795,94.9666,apple
27.24,145.0,181.5,13.0888,84.5839,5.5372,103.4696,apple
18.76,121.65,192.8,12.0964,89.5344,4.7644,114.3528,apple
13.45,131.9,199.26,14.971,89.5497,5.724,112.5098,apple
17.44,129.67,205.0,15.6956,91.9171,5.7552,114.8173,apple
18.97,137.15,182.6,13.5087,87.5123,5.0662,108.4072,apple
23.75,111.34,203.4,17.563,95.2582,5.0899,101.8774,apple
16.6,119.39,195.84,18.431,89.5291,5.6812,116.3701,apple
33.1,132.83,196.58,14.9938,95.9431,5.568,113.3348,apple
15.31,141.86,205.0,13.0624,92.9857,4.8088,121.3783,apple
23.06,134.75,201.22,14.5379,88.1346,5.2123,107.5232,apple
10.13,140.72,186.3,11.5511,99.0,5.6098,94.7915,apple
19.38,135.97,205.0,12.2563,99.0,5.7368,88.9554,apple
21.84,145.0,205.0,10.6346,94.4517,5.2955,110.9853,apple
14.4,145.0,184.98,12.7431,91.804,5.4484,116.2791,apple
18.84,129.0,181.32,23.4979,80.4217,6.123,68.9918,grapes
17.17,135.59,205.0,24.6738,86.4903,5.7835,67.3168,grapes
12.04,115.65,188.35,26.9331,81.2998,5.59,66.7032,grapes
10.55,134.06,189.28,28.1363,96.5568,6.0936,55.4065,grapes
21.84,106.37,179.41,27.2227,78.1511,5.8999,57.7886,grapes
18.86,125.43,190.85,26.0115,86.5616,6.3209,71.9862,grapes
18.18,119.54,200.91,26.9644,77.5209,5.8812,70.4732,grapes
12.29,110.95,203.79,22.6361,77.4479,5.9964,69.057,grapes
15.17,116.06,182.7,23.5725,70.4974,5.7102,61.3079,grapes
20.23,118.59,205.0,26.0488,85.8803,5.914,72.1215,grapes
21.42,123.03,180.13,24.7637,79.2727,5.7643,63.034,grapes
19.18,119.75,204.57,25.675,90.5837,5.7871,76.4123,grapes
26.9,125.8,203.06,26.9589,85.8931,5.9868,60.0254,grapes
17.12,116.7,183.98,26.6481,84.0376,5.8483,61.7977,grapes
26.43,120.23,182.2,22.8181,73.1265,6.6573,64.7884,grapes
21.08,122.11,203.73,25.0237,87.0943,6.209,72.7784,grapes
20.54,126.82,189.6,23.1584,78.365,6.2712,65.7194,grapes
24.66,133.49,195.14,23.4454,72.9701,5.9723,66.3015,grapes
16.88,133.54,205.0,21.5783,86.0136,6.0264,62.8673,grapes
18.35,127.37,205.0,25.2672,74.192,5.8926,68.1447,grapes
13.88,129.3,184.26,21.4305,68.3621,6.6561,65.4342,grapes
24.68,128.12,197.2,25.7883,92.0799,5.9728,59.7256,grapes
21.68,121.85,183.98,27.7169,79.0749,5.8491,67.0183,grapes
25.49,134.01,205.0,26.0607,70.7886,5.8115,67.2065,grapes
21.02,115.86,205.0,25.1038,76.2619,6.0838,84.7984,grapes
25.52,104.52,185.32,28.0689,77.9526,6.3553,61.1118,grapes
16.26,114.59,197.53,25.6549,91.0096,6.2717,59.285,grapes
24.94,139.03,205.0,23.2745,71.3592,5.8109,68.2323,grapes
18.01,122.05,198.36,25.2502,73.6277,5.8048,58.0573,grapes
20.01,127.74,205.0,28.9194,89.8628,6.3116,57.4156,grapes
23.64,122.26,198.77,22.8147,79.8519,6.5253,54.5048,grapes
31.64,130.62,182.15,22.2398,84.5957,5.9637,59.8034,grapes
24.1,125.71,199.78,26.2298,79.5635,6.3017,60.0009,grapes
24.57,124.31,205.0,24.5519,97.144,5.6335,55.7339,grapes
17.27,131.14,202.71,23.936,73.9721,5.7891,63.9977,grapes
20.78,120.34,205.0,22.4816,84.9748,5.7476,47.0722,grapes
19.52,128.72,171.43,21.0998,93.5207,6.1031,69.9341,grapes
27.04,123.25,203.69,22.0871,80.3751,5.9553,61.5456,grapes
19.27,123.93,188.28,28.2299,77.7236,6.0595,62.7217,grapes
26.64,116.81,184.87,24.9823,88.3697,6.3048,70.695,grapes
13.49,122.84,205.0,21.0753,90.0285,5.8367,68.974,grapes
26.99,119.59,194.17,27.3682,77.4007,6.0235,60.9608,grapes
15.69,136.3,192.73,27.4697,93.2354,5.6655,69.6143,grapes
24.27,108.16,203.15,27.4585,83.3585,6.2909,78.3912,grapes
15.68,133.89,165.71,24.1549,86.5613,6.2741,57.9025,grapes
23.09,107.56,205.0,24.4624,93.418,6.0905,72.0302,grapes
15.19,130.37,205.0,25.2753,88.3815,6.03,57.0952,grapes
25.18,116.62,205.0,27.8021,82.9983,5.8727,75.4034,grapes
24.23,130.66,204.18,23.8902,78.2989,5.6511,60.3046,grapes
17.0,123.79,194.75,23.4912,99.0,6.0764,59.999,grapes
22.89,110.68,181.87,26.3914,77.4769,6.1891,75.1937,grapes
24.74,138.59,205.0,27.4185,85.2269,6.5048,71.7726,grapes
15.38,132.77,205.0,24.8944,86.5699,5.9016,60.5673,grapes
14.83,130.03,204.75,26.3409,86.9012,6.0675,67.0189,grapes
14.64,118.6,203.0,25.2249,97.8961,6.2786,60.3204,grapes
13.93,133.11,202.51,24.4975,83.333,6.2861,53.2581,grapes
14.62,112.17,190.11,23.3414,82.3345,5.8444,67.5143,grapes
24.62,102.72,205.0,22.6923,93.8659,5.9302,63.1486,grapes
22.79,109.38,193.72,23.7705,82.0488,5.8687,58.4333,grapes
11.52,115.78,191.6,23.0479,89.1322,5.7745,76.4377,grapes
17.45,117.45,205.0,25.567,84.3607,6.3679,58.7038,grapes
14.21,120.65,197.56,27.4351,89.4468,6.0157,67.1518,grapes
24.31,121.1,197.72,25.408,88.0781,5.9814,74.6393,grapes
17.75,118.5,205.0,23.1586,80.1782,6.0619,63.9516,grapes
12.28,103.84,205.0,26.7108,70.0919,6.0134,60.1266,grapes
20.85,126.92,205.0,25.5938,71.2826,5.9448,68.382,grapes
23.03,122.35,176.73,25.9897,70.1173,5.8096,69.6456,grapes
15.23,118.04,204.01,23.9613,82.3616,6.3913,73.0125,grapes
18.68,138.98,182.92,27.2668,66.5316,5.8574,80.9697,grapes
15.49,122.58,191.18,27.2565,81.8801,5.7674,62.3417,grapes
26.22,125.59,200.63,24.6319,83.9364,5.9799,67.5668,grapes
17.84,132.96,197.46,26.4369,88.9936,6.5394,55.8461,grapes
16.39,110.1,205.0,27.203,86.5307,5.7946,71.331,grapes
19.74,124.77,205.0,24.0693,89.3132,6.1774,67.4697,grapes
18.96,132.93,205.0,24.8375,85.8973,5.9384,64.5705,grapes
23.44,124.09,177.84,25.1596,80.7352,6.0612,61.0555,grapes
26.08,111.97,205.0,22.8044,82.2581,6.2305,63.2126,grapes
26.12,120.18,197.63,25.8833,77.0385,5.5701,67.8907,grapes
18.09,126.89,205.0,27.045,84.5966,5.7759,58.2706,grapes
21.53,103.93,160.29,24.7122,71.9106,6.227,63.543,grapes
27.44,111.47,194.02,25.6797,90.4622,6.0244,66.1334,grapes
27.63,144.74,176.09,27.7972,76.3038,6.053,53.683,grapes
15.62,129.85,185.08,24.1897,84.0769,6.1778,57.5896,grapes
22.96,139.83,198.76,25.7205,85.2503,5.7776,60.72,grapes
22.12,133.66,192.98,23.8604,91.1391,6.2638,78.5459,grapes
24.63,128.94,205.0,23.8058,71.2319,6.2049,59.3542,grapes
26.22,121.91,205.0,25.6838,80.7218,6.0596,65.5537,grapes
14.8,128.81,183.5,25.4827,86.8489,6.117,57.6755,grapes
16.55,139.5,190.68,26.1101,95.2583,6.2912,59.7888,grapes
24.54,133.26,182.53,25.1523,82.7282,5.8515,54.4719,grapes
20.74,126.67,205.0,25.9303,78.8396,6.1653,71.3624,grapes
8.86,123.28,200.39,28.331,97.1889,6.4361,55.3956,grapes
11.67,129.98,198.48,27.1198,88.6179,6.1602,73.2561,grapes
23.31,119.68,202.69,25.6768,92.6154,5.9444,69.7432,grapes
24.2,129.98,193.33,26.0098,74.5332,6.5796,65.3968,grapes
13.25,118.02,185.15,24.4022,86.6479,6.0577,73.5202,grapes
25.5,121.46,198.77,24.6816,75.4167,6.3496,90.8256,grapes
19.01,114.72,193.99,25.9849,73.8647,5.8946,69.8202,grapes
14.89,120.6,203.21,25.1753,87.0732,6.267,57.0395,grapes
17.2,118.16,173.52,26.586,87.5629,5.8634,77.9121,grapes
13.89,141.92,200.8,27.5341,79.6259,6.0808,67.4889,grapes
16.92,116.06,187.66,24.7965,93.0243,5.8483,82.889,grapes
10.66,128.85,200.27,20.9816,80.4169,6.4753,61.9516,grapes
19.63,115.53,205.0,29.0684,81.1101,5.9447,76.2556,grapes
22.94,125.47,189.66,23.695,82.7477,5.723,65.9987,grapes
13.26,127.9,205.0,25.3903,81.2994,6.0238,87.2538,grapes
20.09,106.49,171.89,26.455,91.9408,6.1343,63.7472,grapes
15.98,111.02,205.0,27.8179,75.7081,5.9933,90.0133,grapes
23.34,115.45,205.0,28.6121,77.7196,5.7967,69.5186,grapes
8.43,111.97,184.7,24.2723,74.6601,6.2593,72.7757,grapes
23.56,125.84,184.83,27.3794,96.1846,6.3148,79.6027,grapes
10.91,127.43,175.58,25.396,80.7284,5.588,59.698,grapes
18.95,114.37,205.0,30.4864,77.6204,5.7807,73.7528,grapes
16.46,126.24,193.04,27.2009,80.9888,5.9601,63.658,grapes
18.2,120.76,191.94,24.6451,88.9434,5.8673,67.209,grapes
12.35,124.01,181.16,23.4139,87.6464,6.1315,66.6645,grapes
28.3,118.72,205.0,19.7468,78.9737,6.4599,70.5793,grapes
13.57,129.88,183.41,26.3494,80.2029,5.9048,70.2415,grapes
13.96,141.35,198.36,27.0169,72.8117,6.3942,61.3984,grapes
28.97,132.74,201.24,26.4909,83.9711,5.6329,66.9988,grapes
21.61,138.93,192.02,20.2932,91.9762,6.114,47.3253,grapes
13.73,110.97,188.99,22.484,78.9276,5.8513,73.9214,grapes
19.36,118.24,192.46,25.9616,87.4507,6.1193,79.5515,grapes
18.82,130.65,205.0,28.571,78.9252,5.5608,67.525,grapes
11.56,140.08,192.79,24.8889,75.3305,5.6787,53.1518,grapes
16.21,131.5,205.0,27.183,87.762,6.1188,71.9436,grapes
19.87,114.74,186.34,22.9312,99.0,5.8425,59.8898,grapes
26.33,120.65,205.0,25.4143,86.804,5.9192,67.4585,grapes
19.06,128.33,171.65,24.4507,80.103,6.4591,71.4841,grapes
19.43,123.35,186.35,27.3752,80.5544,6.0344,70.3716,grapes
15.92,117.01,185.76,23.9203,96.3643,6.2254,74.6468,grapes
25.48,122.1,181.44,28.354,85.1489,5.8102,67.171,grapes
24.51,124.86,202.25,24.3846,77.6386,5.6647,67.3869,grapes
23.95,114.15,196.35,22.8603,82.5644,5.9798,71.8943,grapes
20.56,134.85,163.82,22.9274,84.506,5.6274,65.4289,grapes
12.01,120.6,205.0,23.7551,86.2845,5.8254,60.4968,grapes
25.43,124.27,200.64,25.7411,93.5843,6.0594,69.6161,grapes
20.29,135.35,198.02,23.78,91.9313,5.9722,56.9691,grapes
18.46,123.75,205.0,23.359,84.3877,6.0836,65.3529,grapes
22.24,134.8,205.0,26.7796,82.7095,6.1501,54.9778,grapes
21.12,114.71,193.53,18.5776,85.7719,5.7011,61.5615,grapes
14.65,129.33,168.71,24.1402,78.7424,5.7645,61.8933,grapes
18.4,133.39,205.0,22.3315,89.8601,5.4554,58.1263,grapes
10.48,116.7,183.56,23.2629,81.5757,5.9074,74.8043,grapes
20.43,123.22,205.0,25.4875,86.4363,6.1842,74.1439,grapes
26.65,123.42,186.36,24.5895,94.9928,6.3728,76.5121,grapes
11.02,127.1,191.22,24.4089,86.8696,6.0476,64.4972,grapes
20.64,129.75,177.85,27.379,84.6149,6.3433,62.5311,grapes
23.34,115.89,179.07,24.9728,79.3783,6.096,72.4287,grapes
24.08,124.4,196.36,28.6121,82.4535,6.0269,67.0273,grapes
16.27,140.91,194.97,26.4244,75.0476,5.8472,66.9881,grapes
14.49,135.54,190.86,23.0666,86.7324,5.4037,45.6496,grapes
17.06,132.94,205.0,28.8682,68.0595,6.3058,72.0521,grapes
25.95,123.07,205.0,25.5562,89.7788,5.9867,70.9918,grapes
11.45,145.0,198.15,28.7435,88.1218,6.3471,65.9567,grapes
13.92,135.3,156.64,24.4678,83.6873,5.7626,72.5268,grapes
17.71,125.37,205.0,25.5445,79.2689,6.6072,70.8136,grapes
15.12,127.2,205.0,25.8642,82.8862,5.9378,60.4265,grapes
19.79,120.41,195.18,24.6638,70.5818,5.827,64.2417,grapes
27.07,128.93,185.84,27.5438,88.7666,5.9464,57.9377,grapes
13.98,130.93,200.45,28.8652,81.8532,6.0426,77.6979,grapes
19.27,132.03,176.53,20.4131,93.6066,5.9825,73.8174,grapes
19.96,123.19,204.93,26.6296,85.7439,5.8712,59.4887,grapes
18.33,110.26,205.0,23.211,84.62,5.5491,70.951,grapes
12.11,127.42,187.94,19.8144,85.8066,5.7989,68.2287,grapes
16.81,132.07,188.42,26.034,76.1714,6.2686,60.5124,grapes
16.83,115.21,196.8,26.0385,79.843,5.7801,66.9946,grapes
23.17,124.09,190.48,26.3603,83.9306,5.5708,72.8671,grapes
22.1,138.41,175.32,25.7421,80.8821,5.7361,73.5194,grapes
12.24,112.97,192.22,26.7501,78.9644,5.9778,84.6559,grapes
18.06,122.16,189.19,23.7939,81.0232,5.8102,66.7543,grapes
17.5,139.87,205.0,25.5267,83.3089,5.93,64.0977,grapes
29.77,126.58,205.0,26.3963,99.0,5.8004,70.4971,grapes
21.46,119.74,205.0,27.7059,80.7223,6.2524,64.5363,grapes
14.61,124.93,205.0,25.0877,78.258,6.1227,61.3208,grapes
16.12,133.26,201.09,24.5724,81.9309,6.5545,58.5937,grapes
18.11,122.96,184.88,24.8895,93.5112,5.9046,38.5788,grapes
21.81,130.98,205.0,22.6128,94.0116,5.9288,71.8787,grapes
22.42,127.35,203.22,26.5392,96.6437,6.2959,52.8962,grapes
21.0,128.17,179.28,22.0854,83.4268,6.0978,58.9612,grapes
18.95,131.62,184.29,25.7819,87.4911,5.7646,68.3395,grapes
19.32,122.05,179.04,25.1691,75.6498,6.1391,63.4279,grapes
19.36,115.55,167.22,21.8981,80.5259,6.0991,83.1944,grapes
11.09,129.74,203.83,22.0121,75.1944,5.5516,53.9261,grapes
19.69,123.68,179.43,23.2926,86.3128,5.8372,83.9098,grapes
17.11,120.52,186.66,24.3121,83.2689,6.0476,77.0447,grapes
11.74,130.26,198.58,27.961,84.5833,6.3616,73.2728,grapes
32.09,137.77,195.18,24.7785,77.0765,6.1745,77.5145,grapes
21.56,123.45,187.3,26.093,88.9548,5.859,69.2369,grapes
20.07,125.08,205.0,27.5332,66.1508,5.8229,52.374,grapes
18.14,113.18,175.1,27.1463,81.2358,6.1994,70.1188,grapes
23.65,122.77,175.75,24.9859,82.2535,5.3934,54.1546,grapes
14.19,127.21,204.87,23.5889,68.8488,5.7981,61.7731,grapes
18.44,124.8,188.61,25.9977,85.6889,6.3523,65.3753,grapes
15.24,121.38,188.02,23.6289,81.7872,6.0742,58.7115,grapes
23.61,132.26,181.81,28.6296,86.9278,5.8103,73.5684,grapes
15.87,125.58,203.07,26.7356,96.9988,5.6995,64.2899,grapes
25.51,145.0,201.38,25.4174,85.2724,6.2099,69.2745,grapes
19.5,127.08,199.79,26.0253,89.8086,6.0195,65.9247,grapes
23.87,97.53,189.26,25.3566,92.6667,5.9453,67.0094,grapes
90.13,18.35,47.99,23.7599,83.697,6.5628,36.9228,watermelon
87.26,21.27,54.57,27.323,94.0889,6.7038,53.6751,watermelon
97.46,14.4,42.3,23.0663,85.6127,6.2817,59.5882,watermelon
89.34,18.69,44.28,26.0759,87.634,6.8166,49.4611,watermelon
112.94,21.24,38.75,25.4031,92.0217,6.5013,49.9791,watermelon
85.24,26.22,50.24,27.3478,86.5873,6.7098,43.6757,watermelon
122.37,15.44,56.03,25.0355,74.2751,6.5774,47.2602,watermelon
102.02,15.69,59.32,28.3995,94.2841,6.5306,48.455,watermelon
99.69,20.82,60.84,24.5062,95.7845,6.5585,44.722,watermelon
93.6,19.04,45.17,27.4116,74.1822,6.668,55.449,watermelon
105.57,17.31,51.75,24.6672,79.697,6.9897,47.2372,watermelon
96.96,25.96,47.18,27.0969,99.0,5.9957,48.1392,watermelon
102.0,9.59,61.53,23.9707,88.6242,6.635,44.8663,watermelon
107.42,10.89,59.12,25.9518,87.0249,6.511,45.5776,watermelon
105.69,9.65,51.18,28.6442,84.0153,6.4557,54.531,watermelon
111.4,24.01,45.66,26.23,79.7851,5.9092,47.0213,watermelon
104.38,20.57,25.86,28.3662,85.6391,6.6451,47.1851,watermelon
89.49,11.15,39.96,25.9475,93.821,6.4688,47.2754,watermelon
78.2,17.38,37.03,24.9899,86.8903,6.2914,43.4484,watermelon
101.11,17.86,39.88,26.344,91.272,6.5106,36.1444,watermelon
101.25,6.95,63.15,27.2368,99.0,6.4268,57.008,watermelon
118.26,18.94,40.93,22.1889,82.9367,6.0644,53.4781,watermelon
97.84,12.11,42.57,27.0446,89.1201,6.522,54.7433,watermelon
102.74,21.53,43.56,24.1203,94.0308,6.645,38.4924,watermelon
106.77,12.27,68.19,23.6231,80.4697,6.3627,56.1144,watermelon
104.13,19.1,49.56,27.0772,88.2464,6.5654,59.7681,watermelon
107.44,24.47,56.96,28.677,99.0,6.527,53.3138,watermelon
90.82,22.87,51.23,26.4328,84.6182,6.7614,57.5348,watermelon
89.24,20.54,36.11,23.2892,94.4784,6.4741,51.5849,watermelon
96.19,17.59,60.73,24.6589,86.012,6.7003,40.0737,watermelon
77.26,10.5,52.81,25.1635,99.0,6.4217,49.5534,watermelon
98.6,15.8,49.15,26.3922,75.4817,6.9918,38.8576,watermelon
92.4,16.87,62.32,25.8562,87.4547,6.3908,41.8184,watermelon
102.22,16.51,47.57,26.9905,76.648,6.3288,48.214,watermelon
96.35,10.33,48.99,27.9999,82.0939,6.4749,47.2741,watermelon
88.85,20.17,47.58,26.6895,82.0523,6.318,49.2415,watermelon
112.11,12.1,57.53,27.7962,85.1313,6.1878,33.4554,watermelon
99.83,25.73,55.7,25.4606,78.682,6.6819,44.9203,watermelon
